t,f,m,y,l,r,UseByTechnology
DEMPWRSURWAT,ELC002,1,2031,S11,RE1,0.0236
DEMPWRSURWAT,ELC002,1,2032,S11,RE1,0.0208
DEMPWRSURWAT,ELC002,1,2033,S11,RE1,0.0182
DEMPWRSURWAT,ELC002,1,2034,S11,RE1,0.0134
DEMPWRSURWAT,ELC002,1,2035,S11,RE1,0.0094
DEMPWRSURWAT,WTRSUR,1,2020,S11,RE1,0.0107
DEMPWRSURWAT,WTRSUR,1,2021,S11,RE1,0.0108
DEMPWRSURWAT,WTRSUR,1,2022,S11,RE1,0.0111
DEMPWRSURWAT,WTRSUR,1,2023,S11,RE1,0.0113
DEMPWRSURWAT,WTRSUR,1,2024,S11,RE1,0.0114
DEMPWRSURWAT,WTRSUR,1,2025,S11,RE1,0.0114
DEMPWRSURWAT,WTRSUR,1,2026,S11,RE1,0.0114
DEMPWRSURWAT,WTRSUR,1,2027,S11,RE1,0.0113
DEMPWRSURWAT,WTRSUR,1,2028,S11,RE1,0.0106
DEMPWRSURWAT,WTRSUR,1,2029,S11,RE1,0.0103
DEMPWRSURWAT,WTRSUR,1,2030,S11,RE1,0.009
DEMPWRSURWAT,WTRSUR,1,2031,S11,RE1,0.0084
DEMPWRSURWAT,WTRSUR,1,2032,S11,RE1,0.0074
DEMPWRSURWAT,WTRSUR,1,2033,S11,RE1,0.0065
DEMPWRSURWAT,WTRSUR,1,2034,S11,RE1,0.0047
DEMPWRSURWAT,WTRSUR,1,2035,S11,RE1,0.0033
DEMTRABIO,CRPMAI,1,2020,S11,RE1,0.3981
DEMTRABIO,CRPMAI,1,2021,S11,RE1,0.4101
DEMTRABIO,CRPMAI,1,2022,S11,RE1,0.422
DEMTRABIO,CRPMAI,1,2023,S11,RE1,0.4339
DEMTRABIO,CRPMAI,1,2024,S11,RE1,0.4459
DEMTRABIO,CRPMAI,1,2025,S11,RE1,0.4618
DEMTRABIO,CRPMAI,1,2026,S11,RE1,0.4738
DEMTRABIO,CRPMAI,1,2027,S11,RE1,0.4857
DEMTRABIO,CRPMAI,1,2028,S11,RE1,0.5016
DEMTRABIO,CRPMAI,1,2029,S11,RE1,0.5175
DEMTRABIO,CRPMAI,1,2030,S11,RE1,0.5335
DEMTRABIO,CRPMAI,1,2031,S11,RE1,0.5494
DEMTRABIO,CRPMAI,1,2032,S11,RE1,0.5653
DEMTRABIO,CRPMAI,1,2033,S11,RE1,0.5812
DEMTRABIO,CRPMAI,1,2034,S11,RE1,0.5972
DEMTRABIO,CRPMAI,1,2035,S11,RE1,0.6131
LNDBLT,LND,1,2020,S11,RE1,5.04
LNDBLT,LND,1,2021,S11,RE1,5.1072
LNDBLT,LND,1,2022,S11,RE1,5.1408
LNDBLT,LND,1,2023,S11,RE1,5.208
LNDBLT,LND,1,2024,S11,RE1,5.2416
LNDBLT,LND,1,2025,S11,RE1,5.3088
LNDBLT,LND,1,2026,S11,RE1,5.3424
LNDBLT,LND,1,2027,S11,RE1,5.4096
LNDBLT,LND,1,2028,S11,RE1,5.4432
LNDBLT,LND,1,2029,S11,RE1,5.5104
LNDBLT,LND,1,2030,S11,RE1,5.5776
LNDBLT,LND,1,2031,S11,RE1,5.6112
LNDBLT,LND,1,2032,S11,RE1,5.6784
LNDBLT,LND,1,2033,S11,RE1,5.7456
LNDBLT,LND,1,2034,S11,RE1,5.7792
LNDBLT,LND,1,2035,S11,RE1,5.8464
LNDBLT,WTRPRC,1,2020,S11,RE1,6.048
LNDBLT,WTRPRC,1,2021,S11,RE1,6.1286
LNDBLT,WTRPRC,1,2022,S11,RE1,6.169
LNDBLT,WTRPRC,1,2023,S11,RE1,6.2496
LNDBLT,WTRPRC,1,2024,S11,RE1,6.2899
LNDBLT,WTRPRC,1,2025,S11,RE1,6.3706
LNDBLT,WTRPRC,1,2026,S11,RE1,6.4109
LNDBLT,WTRPRC,1,2027,S11,RE1,6.4915
LNDBLT,WTRPRC,1,2028,S11,RE1,6.5318
LNDBLT,WTRPRC,1,2029,S11,RE1,6.6125
LNDBLT,WTRPRC,1,2030,S11,RE1,6.6931
LNDBLT,WTRPRC,1,2031,S11,RE1,6.7334
LNDBLT,WTRPRC,1,2032,S11,RE1,6.8141
LNDBLT,WTRPRC,1,2033,S11,RE1,6.8947
LNDBLT,WTRPRC,1,2034,S11,RE1,6.935
LNDBLT,WTRPRC,1,2035,S11,RE1,7.0157
LNDFOR,LND,1,2020,S11,RE1,85.2096
LNDFOR,LND,1,2021,S11,RE1,85.1535
LNDFOR,LND,1,2022,S11,RE1,85.1353
LNDFOR,LND,1,2023,S11,RE1,85.0838
LNDFOR,LND,1,2024,S11,RE1,85.0649
LNDFOR,LND,1,2025,S11,RE1,85.0045
LNDFOR,LND,1,2026,S11,RE1,84.9853
LNDFOR,LND,1,2027,S11,RE1,84.9317
LNDFOR,LND,1,2028,S11,RE1,84.9035
LNDFOR,LND,1,2029,S11,RE1,84.8414
LNDFOR,LND,1,2030,S11,RE1,84.5726
LNDFOR,LND,1,2031,S11,RE1,84.5726
LNDFOR,LND,1,2032,S11,RE1,84.5726
LNDFOR,LND,1,2033,S11,RE1,84.5726
LNDFOR,LND,1,2034,S11,RE1,84.5726
LNDFOR,LND,1,2035,S11,RE1,84.5726
LNDFOR,WTRPRC,1,2020,S11,RE1,102.2515
LNDFOR,WTRPRC,1,2021,S11,RE1,102.1841
LNDFOR,WTRPRC,1,2022,S11,RE1,102.1623
LNDFOR,WTRPRC,1,2023,S11,RE1,102.1006
LNDFOR,WTRPRC,1,2024,S11,RE1,102.0779
LNDFOR,WTRPRC,1,2025,S11,RE1,102.0054
LNDFOR,WTRPRC,1,2026,S11,RE1,101.9823
LNDFOR,WTRPRC,1,2027,S11,RE1,101.9181
LNDFOR,WTRPRC,1,2028,S11,RE1,101.8842
LNDFOR,WTRPRC,1,2029,S11,RE1,101.8097
LNDFOR,WTRPRC,1,2030,S11,RE1,101.4871
LNDFOR,WTRPRC,1,2031,S11,RE1,101.4871
LNDFOR,WTRPRC,1,2032,S11,RE1,101.4871
LNDFOR,WTRPRC,1,2033,S11,RE1,101.4871
LNDFOR,WTRPRC,1,2034,S11,RE1,101.4871
LNDFOR,WTRPRC,1,2035,S11,RE1,101.4871
LNDMAIIRR,AGRDSL,1,2020,S11,RE1,0.0559
LNDMAIIRR,AGRDSL,1,2021,S11,RE1,0.1215
LNDMAIIRR,AGRDSL,1,2022,S11,RE1,0.1874
LNDMAIIRR,AGRDSL,1,2023,S11,RE1,0.2529
LNDMAIIRR,AGRDSL,1,2024,S11,RE1,0.3188
LNDMAIIRR,AGRDSL,1,2025,S11,RE1,0.3887
LNDMAIIRR,AGRDSL,1,2026,S11,RE1,0.4546
LNDMAIIRR,AGRDSL,1,2027,S11,RE1,0.5208
LNDMAIIRR,AGRDSL,1,2028,S11,RE1,0.591
LNDMAIIRR,AGRDSL,1,2029,S11,RE1,0.6612
LNDMAIIRR,AGRDSL,1,2030,S11,RE1,0.7317
LNDMAIIRR,AGRDSL,1,2031,S11,RE1,0.7521
LNDMAIIRR,AGRDSL,1,2032,S11,RE1,0.7725
LNDMAIIRR,AGRDSL,1,2033,S11,RE1,0.7928
LNDMAIIRR,AGRDSL,1,2034,S11,RE1,0.8132
LNDMAIIRR,AGRDSL,1,2035,S11,RE1,0.8339
LNDMAIIRR,AGRWAT,1,2020,S11,RE1,0.0343
LNDMAIIRR,AGRWAT,1,2021,S11,RE1,0.0744
LNDMAIIRR,AGRWAT,1,2022,S11,RE1,0.1147
LNDMAIIRR,AGRWAT,1,2023,S11,RE1,0.1549
LNDMAIIRR,AGRWAT,1,2024,S11,RE1,0.1952
LNDMAIIRR,AGRWAT,1,2025,S11,RE1,0.238
LNDMAIIRR,AGRWAT,1,2026,S11,RE1,0.2783
LNDMAIIRR,AGRWAT,1,2027,S11,RE1,0.3189
LNDMAIIRR,AGRWAT,1,2028,S11,RE1,0.3618
LNDMAIIRR,AGRWAT,1,2029,S11,RE1,0.4048
LNDMAIIRR,AGRWAT,1,2030,S11,RE1,0.448
LNDMAIIRR,AGRWAT,1,2031,S11,RE1,0.4605
LNDMAIIRR,AGRWAT,1,2032,S11,RE1,0.4729
LNDMAIIRR,AGRWAT,1,2033,S11,RE1,0.4854
LNDMAIIRR,AGRWAT,1,2034,S11,RE1,0.4979
LNDMAIIRR,AGRWAT,1,2035,S11,RE1,0.5106
LNDMAIIRR,LND,1,2020,S11,RE1,0.1142
LNDMAIIRR,LND,1,2021,S11,RE1,0.2479
LNDMAIIRR,LND,1,2022,S11,RE1,0.3824
LNDMAIIRR,LND,1,2023,S11,RE1,0.5162
LNDMAIIRR,LND,1,2024,S11,RE1,0.6507
LNDMAIIRR,LND,1,2025,S11,RE1,0.7932
LNDMAIIRR,LND,1,2026,S11,RE1,0.9277
LNDMAIIRR,LND,1,2027,S11,RE1,1.0629
LNDMAIIRR,LND,1,2028,S11,RE1,1.2061
LNDMAIIRR,LND,1,2029,S11,RE1,1.3494
LNDMAIIRR,LND,1,2030,S11,RE1,1.4934
LNDMAIIRR,LND,1,2031,S11,RE1,1.5349
LNDMAIIRR,LND,1,2032,S11,RE1,1.5764
LNDMAIIRR,LND,1,2033,S11,RE1,1.618
LNDMAIIRR,LND,1,2034,S11,RE1,1.6595
LNDMAIIRR,LND,1,2035,S11,RE1,1.7018
LNDMAIIRR,WTRPRC,1,2020,S11,RE1,0.137
LNDMAIIRR,WTRPRC,1,2021,S11,RE1,0.2975
LNDMAIIRR,WTRPRC,1,2022,S11,RE1,0.4589
LNDMAIIRR,WTRPRC,1,2023,S11,RE1,0.6194
LNDMAIIRR,WTRPRC,1,2024,S11,RE1,0.7808
LNDMAIIRR,WTRPRC,1,2025,S11,RE1,0.9518
LNDMAIIRR,WTRPRC,1,2026,S11,RE1,1.1132
LNDMAIIRR,WTRPRC,1,2027,S11,RE1,1.2755
LNDMAIIRR,WTRPRC,1,2028,S11,RE1,1.4474
LNDMAIIRR,WTRPRC,1,2029,S11,RE1,1.6193
LNDMAIIRR,WTRPRC,1,2030,S11,RE1,1.792
LNDMAIIRR,WTRPRC,1,2031,S11,RE1,1.8419
LNDMAIIRR,WTRPRC,1,2032,S11,RE1,1.8917
LNDMAIIRR,WTRPRC,1,2033,S11,RE1,1.9416
LNDMAIIRR,WTRPRC,1,2034,S11,RE1,1.9914
LNDMAIIRR,WTRPRC,1,2035,S11,RE1,2.0422
LNDMAIRNF,AGRDSL,1,2020,S11,RE1,0.405
LNDMAIRNF,AGRDSL,1,2021,S11,RE1,0.3645
LNDMAIRNF,AGRDSL,1,2022,S11,RE1,0.324
LNDMAIRNF,AGRDSL,1,2023,S11,RE1,0.2835
LNDMAIRNF,AGRDSL,1,2024,S11,RE1,0.243
LNDMAIRNF,AGRDSL,1,2025,S11,RE1,0.2025
LNDMAIRNF,AGRDSL,1,2026,S11,RE1,0.162
LNDMAIRNF,AGRDSL,1,2027,S11,RE1,0.1215
LNDMAIRNF,AGRDSL,1,2028,S11,RE1,0.081
LNDMAIRNF,AGRDSL,1,2029,S11,RE1,0.0405
LNDMAIRNF,AGRDSL,1,2030,S11,RE1,0.0
LNDMAIRNF,AGRDSL,1,2031,S11,RE1,0.0
LNDMAIRNF,AGRDSL,1,2032,S11,RE1,0.0
LNDMAIRNF,AGRDSL,1,2033,S11,RE1,0.0
LNDMAIRNF,AGRDSL,1,2034,S11,RE1,0.0
LNDMAIRNF,AGRDSL,1,2035,S11,RE1,0.0
LNDMAIRNF,LND,1,2020,S11,RE1,1.3776
LNDMAIRNF,LND,1,2021,S11,RE1,1.2398
LNDMAIRNF,LND,1,2022,S11,RE1,1.1021
LNDMAIRNF,LND,1,2023,S11,RE1,0.9643
LNDMAIRNF,LND,1,2024,S11,RE1,0.8266
LNDMAIRNF,LND,1,2025,S11,RE1,0.6888
LNDMAIRNF,LND,1,2026,S11,RE1,0.551
LNDMAIRNF,LND,1,2027,S11,RE1,0.4133
LNDMAIRNF,LND,1,2028,S11,RE1,0.2755
LNDMAIRNF,LND,1,2029,S11,RE1,0.1378
LNDMAIRNF,LND,1,2030,S11,RE1,0.0
LNDMAIRNF,LND,1,2031,S11,RE1,0.0
LNDMAIRNF,LND,1,2032,S11,RE1,0.0
LNDMAIRNF,LND,1,2033,S11,RE1,0.0
LNDMAIRNF,LND,1,2034,S11,RE1,0.0
LNDMAIRNF,LND,1,2035,S11,RE1,0.0
LNDMAIRNF,WTRPRC,1,2020,S11,RE1,1.6531
LNDMAIRNF,WTRPRC,1,2021,S11,RE1,1.4878
LNDMAIRNF,WTRPRC,1,2022,S11,RE1,1.3225
LNDMAIRNF,WTRPRC,1,2023,S11,RE1,1.1572
LNDMAIRNF,WTRPRC,1,2024,S11,RE1,0.9919
LNDMAIRNF,WTRPRC,1,2025,S11,RE1,0.8266
LNDMAIRNF,WTRPRC,1,2026,S11,RE1,0.6612
LNDMAIRNF,WTRPRC,1,2027,S11,RE1,0.4959
LNDMAIRNF,WTRPRC,1,2028,S11,RE1,0.3306
LNDMAIRNF,WTRPRC,1,2029,S11,RE1,0.1653
LNDMAIRNF,WTRPRC,1,2030,S11,RE1,0.0
LNDMAIRNF,WTRPRC,1,2031,S11,RE1,0.0
LNDMAIRNF,WTRPRC,1,2032,S11,RE1,0.0
LNDMAIRNF,WTRPRC,1,2033,S11,RE1,0.0
LNDMAIRNF,WTRPRC,1,2034,S11,RE1,0.0
LNDMAIRNF,WTRPRC,1,2035,S11,RE1,0.0
LNDRICIRR,AGRDSL,1,2020,S11,RE1,0.0906
LNDRICIRR,AGRDSL,1,2021,S11,RE1,0.1049
LNDRICIRR,AGRDSL,1,2022,S11,RE1,0.1225
LNDRICIRR,AGRDSL,1,2023,S11,RE1,0.1401
LNDRICIRR,AGRDSL,1,2024,S11,RE1,0.1579
LNDRICIRR,AGRDSL,1,2025,S11,RE1,0.1758
LNDRICIRR,AGRDSL,1,2026,S11,RE1,0.1937
LNDRICIRR,AGRDSL,1,2027,S11,RE1,0.2116
LNDRICIRR,AGRDSL,1,2028,S11,RE1,0.2297
LNDRICIRR,AGRDSL,1,2029,S11,RE1,0.2481
LNDRICIRR,AGRDSL,1,2030,S11,RE1,0.2663
LNDRICIRR,AGRDSL,1,2031,S11,RE1,0.2716
LNDRICIRR,AGRDSL,1,2032,S11,RE1,0.2771
LNDRICIRR,AGRDSL,1,2033,S11,RE1,0.2827
LNDRICIRR,AGRDSL,1,2034,S11,RE1,0.2883
LNDRICIRR,AGRDSL,1,2035,S11,RE1,0.2941
LNDRICIRR,AGRWAT,1,2020,S11,RE1,0.0832
LNDRICIRR,AGRWAT,1,2021,S11,RE1,0.0964
LNDRICIRR,AGRWAT,1,2022,S11,RE1,0.1125
LNDRICIRR,AGRWAT,1,2023,S11,RE1,0.1287
LNDRICIRR,AGRWAT,1,2024,S11,RE1,0.145
LNDRICIRR,AGRWAT,1,2025,S11,RE1,0.1614
LNDRICIRR,AGRWAT,1,2026,S11,RE1,0.1779
LNDRICIRR,AGRWAT,1,2027,S11,RE1,0.1944
LNDRICIRR,AGRWAT,1,2028,S11,RE1,0.211
LNDRICIRR,AGRWAT,1,2029,S11,RE1,0.2278
LNDRICIRR,AGRWAT,1,2030,S11,RE1,0.2446
LNDRICIRR,AGRWAT,1,2031,S11,RE1,0.2494
LNDRICIRR,AGRWAT,1,2032,S11,RE1,0.2545
LNDRICIRR,AGRWAT,1,2033,S11,RE1,0.2596
LNDRICIRR,AGRWAT,1,2034,S11,RE1,0.2648
LNDRICIRR,AGRWAT,1,2035,S11,RE1,0.2701
LNDRICIRR,LND,1,2020,S11,RE1,0.1848
LNDRICIRR,LND,1,2021,S11,RE1,0.2141
LNDRICIRR,LND,1,2022,S11,RE1,0.25
LNDRICIRR,LND,1,2023,S11,RE1,0.286
LNDRICIRR,LND,1,2024,S11,RE1,0.3223
LNDRICIRR,LND,1,2025,S11,RE1,0.3587
LNDRICIRR,LND,1,2026,S11,RE1,0.3953
LNDRICIRR,LND,1,2027,S11,RE1,0.4319
LNDRICIRR,LND,1,2028,S11,RE1,0.4689
LNDRICIRR,LND,1,2029,S11,RE1,0.5063
LNDRICIRR,LND,1,2030,S11,RE1,0.5435
LNDRICIRR,LND,1,2031,S11,RE1,0.5543
LNDRICIRR,LND,1,2032,S11,RE1,0.5655
LNDRICIRR,LND,1,2033,S11,RE1,0.5769
LNDRICIRR,LND,1,2034,S11,RE1,0.5884
LNDRICIRR,LND,1,2035,S11,RE1,0.6002
LNDRICIRR,WTRPRC,1,2020,S11,RE1,0.2218
LNDRICIRR,WTRPRC,1,2021,S11,RE1,0.257
LNDRICIRR,WTRPRC,1,2022,S11,RE1,0.3
LNDRICIRR,WTRPRC,1,2023,S11,RE1,0.3432
LNDRICIRR,WTRPRC,1,2024,S11,RE1,0.3867
LNDRICIRR,WTRPRC,1,2025,S11,RE1,0.4305
LNDRICIRR,WTRPRC,1,2026,S11,RE1,0.4744
LNDRICIRR,WTRPRC,1,2027,S11,RE1,0.5183
LNDRICIRR,WTRPRC,1,2028,S11,RE1,0.5626
LNDRICIRR,WTRPRC,1,2029,S11,RE1,0.6075
LNDRICIRR,WTRPRC,1,2030,S11,RE1,0.6522
LNDRICIRR,WTRPRC,1,2031,S11,RE1,0.6652
LNDRICIRR,WTRPRC,1,2032,S11,RE1,0.6785
LNDRICIRR,WTRPRC,1,2033,S11,RE1,0.6923
LNDRICIRR,WTRPRC,1,2034,S11,RE1,0.7061
LNDRICIRR,WTRPRC,1,2035,S11,RE1,0.7202
LNDRICRNF,AGRDSL,1,2020,S11,RE1,0.1406
LNDRICRNF,AGRDSL,1,2021,S11,RE1,0.1265
LNDRICRNF,AGRDSL,1,2022,S11,RE1,0.1124
LNDRICRNF,AGRDSL,1,2023,S11,RE1,0.0984
LNDRICRNF,AGRDSL,1,2024,S11,RE1,0.0844
LNDRICRNF,AGRDSL,1,2025,S11,RE1,0.0702
LNDRICRNF,AGRDSL,1,2026,S11,RE1,0.0562
